name,lat,lon,movie
Crown Deluxe,25.2724942,55.3027255,You Only Live Twice
England,52.5310214,-1.2649062,You Only Live Twice
Fishing Village,6.4357553,125.5869538,You Only Live Twice
Hawaii,19.5938015,-155.4283701,You Only Live Twice
Higashimuro District,33.6314485,135.7953071,You Only Live Twice
Hong Kong,22.350627,114.1849161,You Only Live Twice
Japan,36.5748441,139.2394179,You Only Live Twice
Kagoshima,31.521587,130.5474077,You Only Live Twice
Kansai Region,49.2188559,16.6466515,You Only Live Twice
Kumano-Nachi Taisha,33.6684286,135.8904398,You Only Live Twice
Kyushu Region,-3.0741375,-59.9954657,You Only Live Twice
London,51.5074456,-0.1277653,You Only Live Twice
Mansion,17.3827474,-62.7583022,You Only Live Twice
Massachusetts,42.3788774,-72.032366,You Only Live Twice
Mobile,30.6913462,-88.0437509,You Only Live Twice
New Hotel,48.8795283,2.3561164,You Only Live Twice
Ninja Training Center,25.4845693,-80.3836105,You Only Live Twice
Northern Norway,68.1633439,15.2994537,You Only Live Twice
Norway,61.1529386,8.7876653,You Only Live Twice
Outer Space,-37.8507889,143.9354039,You Only Live Twice
Tenpozanchō,31.5734524,130.561243,You Only Live Twice
Tokyo,35.6768601,139.7638947,You Only Live Twice
Tokyo Gardens,35.7202246,139.7441565,You Only Live Twice
USA,39.7837304,-100.445882,You Only Live Twice
Volcano Lair,50.9658928,-1.5665227,You Only Live Twice
Austria,47.59397,14.12456,Quantum of Solace
Bolivia,-17.0568696,-64.9912286,Quantum of Solace
Bregenz,47.5025779,9.7472924,Quantum of Solace
England,52.5310214,-1.2649062,Quantum of Solace
Haiti,19.1399952,-72.3570972,Quantum of Solace
Italy,42.6384261,12.674297,Quantum of Solace
Kazan,55.7946485,49.1115022,Quantum of Solace
La Paz,-16.4955455,-68.1336229,Quantum of Solace
London,51.4893335,-0.1440551,Quantum of Solace
Port-au-Prince,18.547327,-72.3395928,Quantum of Solace
Russia,64.6863136,97.7453061,Quantum of Solace
Siena,43.167206,11.467561,Quantum of Solace
